name,page,text
Bij-Bijlagen+bij+Wob-verzoek+over+woordvoerdersoverleg,11,"Verslag woordvoerdersoverleg 15 maart 2018, nr.2018.03.15/09
WOB-verzoeken/persvragen

Defensie heeft een verzoek van Quote ontvangen over gebruik dienstauto's. Vraag is eerder
beantwoord en Defensie zal dat antwoord ook aan Quote geven.

Overig

-__Op 26 maart wordt de nieuwe Amerikaanse ambassade geopend. Verschillende
bewindspersonen hebben een uitnodiging ontvangen. Volgende week bespreken i.v.m.
afvaardiging

-__ Staatssecretaris Paul Blokhuis zal — na afwezigheid — morgen weer aan de ministerraad
deelnemen.
"
Bij-Bijlagen+bij+Wob-verzoek+over+woordvoerdersoverleg,12,"Verslag woordvoerdersoverleg 22 maart 2018, nr.2018.03.22/10
WOB-verzoeken/persvragen

Het verzoek van Financieele Dagblad over aanwezigheid van bewindspersonen bij de Mattheus
Passie en de betaling daarvoor wordt, zoals eerder afgesproken, door de departementen
beantwoord.

Minister Grapperhaus heeft als sponsor van een Bachvereniging zelf kaarten gekocht. De overige
bewindspersonen gaan op uitnodiging, zoals ieder jaar, hetgeen past in de gedragscode integriteit
Rijk, onderdeel uitnodigingen.

Overig

BuZa gaat — met het oog op een vertegenwoordiging door het kabinet - welke departementen zijn
uitgenodigd voor de opening van de Amerikaanse ambassade op 26 maart.
"
Bij-Bijlagen+bij+Wob-verzoek+over+woordvoerdersoverleg,13,"Verslag woordvoerdersoverleg 5 april 2018, nr.2018.04.05/11
WOB-verzoeken/persvragen
Bij verschillende departementen (o.a. EZK, BZK) heeft ANP een vraag gesteld over vliegreizen van

ambtenaren. Departementen beantwoorden de vraag zelf. Verzoek om de antwoorden te delen met
coördinerend departement BZK (contactpersoon: Î02e 102e

Overig

BuZa meldt de vacature van een directeur communicatie (Î0-2e neemt met ingang van 1
juni afscheid).
"
Bij-Bijlagen+bij+Wob-verzoek+over+woordvoerdersoverleg,14,"Verslag woordvoerdersoverleg 12 april 2018, nr.2018.04.12/12

Syrië

Afhankelijk van de situatie wordt een woordvoeringslijn over Syrië rondgezonden.

Overig

- Verzoek van Î02e (02e minfin.nl ) aan departementale woordvoerders om haar te
melden wie contactpersoon is voor Verantwoordingsdag

- N.a.v. de brief van de voorzitter TK worden de afspraken over de informatievoorziening aan de
Kamer opnieuw onder de aandacht gebracht

- LNV en AZ hebben een uitnodiging ontvangen voor de Koningsborrel van de Telegraaf (26/4)

10.2

a

De voorzitter merkt op dat 10-2e voor het laatst deelneemt aan het
woordvoerdersoverleg. hind dankt alle collega’s voor de samenwerking. Komende maandag is het
officiële afscheid.
"
Bij-Bijlagen+bij+Wob-verzoek+over+woordvoerdersoverleg,15,"Verslag woordvoerdersoverleg 19 april 2018, nr.2018.04.19/13

Ministerraad komende weken

Volgende week ministerraad op donderdag 26 april, WVO op woensdag 25 april
De week daarna (week 18) geen minsterraad!
In week 19 is de ministerraad op woensdag 9 mei en het WVO op dinsdag 8 mei.

WOB-verzoeken / persvragen

JenV heeft een verzoek gehad van De Groene Amsterdammer naar het gebruik van social media tools
(gaarne melden bij JENV indien het verzoek ook ander departementen heeft bereikt).

Er is bij deze vraag een relatie met de AVG.

Financieel Dagblad stelt bij departementen vragen over de implementatie van de AVG; op 25 mei
treedt de verordening in werking. Bij vragen van de pers moet ook worden gekeken naar de
uitvoeringsorganisaties van departementen.

Uitnodigingen

N.a.v. de persvraag over uitnodigingen voor de Mattheüs Passie bijgaand een passage uit de
integriteitscode Rijk over uitnodigingen:

41.2 Uitnodigingen, commerciële activiteiten en
sponsoring

Uitnodigingen

Netwerken kan deel uitmaken van je functie. Daarbij kan het voorkomen
dat ze uitnodigingen krijgt van externe partjen, Daar mag je best op gaan,
zolang je er maar verstandig mee omgaat en de omstandigheden mm het oog
houdt. Het ingaan op uitnodigingen moet functioneel, sober (passend bj de
omstandigheden) en doelmatig zijn. Ook de wederkerigheid van
uitnodgingen is een apect om 1ekerang mee te houden.

10
Î

Laat je

solf ni Fata
zel niet feteren

Evenals bij het aannemen van geschenken, geld: voor het ingaan op
uitnodigingen dat de context waarbinnen dit plaatsvandt van belang «. Een
zakedjke bespreking combineren met een etentje? Dat hoeft niet verkeerd
te zijn. Maar het op wtnodiging van een externe zakenrelatie bepwonen van
een sportevenement in de viplounge hgt gevoelig. En als die rakerwelatie
toevallig ook meedingt naar een opdracht, heb je echt een probleem.

Uitgangspunten voor uitstapser, reizen, etentjes en evenementen:
« bepteek vitrodigingen vooeat;

« vraag je af of hes voldoende fhunctsaneel «:

« betaal (zoveel mogeijk) zelf;

« decareer gemaakte kosten conform de daarvoor bestaande regels,

Oem je met oemadig in de probleenen te brengen geldt de afspraak dat
uitnodigingen met elkaar woeden besproken, met je leidinggevende on met
collega’s in het werkoverleg, Zo kun je van elkaar en van voorkomende

stuaties leren,

Het ks niet zo dat je nooit iets op kosten van de ander mag accepteren: dat
hangt helemaal af van de situatie, de voor die situatie algemeen aanvaarde
omgangsvormen en de oerwang van de kosten, Waar het om gaat is dat je,
als je een uitnodiging van een externe partij accepteert, jouw
onafhankeljkhesd bewaakt en jezelf reet op ongepaste wijze laat Täteren’.

Comenerchêle actidteiten

Met komt vegelmatsg voor dat ambtenaren varsat bran deskundigheid
woorden uitgenodgd om op te treden als speeker, of bipvoorbeeld aks lid van
een deslundigenpanel, op een commercieel gecegarmeerd congres cf
aprposmam. Anderen, onder wie ook weet collega-ambtenaren, komen
daar dan wegen betaling van (soms hoge) voegangsgelden naat kanteten.

Dat wringt. In de eerste plaats omdat de Rijksoverheid streeft naar
kennisdeling, zonder dit te comenercialiseren. In de tweede plaats omdat
efhciërs moet woeden omgegaan met de besteding van overheidsrrúddelen.
Aam de andere kant & een dergelijke samenwerking van deze tijd en kan het
zeker nuttig en wenselijk zijn om dit, soms ook op commercieel gebied, te
doen. Wijvoorbeeld als de activiteit belangrijk # voor het ontwikkelen,
wrleggen, of wirdragen van belesd. Het manageenera bepaalt of dit het geval
Ook heer geit dan rraenspacantie en openheid noodzakelijk zjn om een
goede afweging te kunnen maken.

Geen commercialisering
van overheidskennis
"
Bij-Bijlagen+bij+Wob-verzoek+over+woordvoerdersoverleg,16,"Verslag woordvoerdersoverleg 25 april 2018, nr.2018.04.25/14
Mededelingen

10.2e (JENV) gaat voor een periode van een half jaar op detacheringsbasis Burgemeester

Zanen van Utrecht ondersteunen.

Volgende week geen ministerraad. In de week daarop een MR op woensdag 9 mei!
Kamerreces duurt t/m 14 mei.

lv.m. de departementale uitreiking van lintjes begint de ministerraad van 26/4 om 11.15 uur
WOB-verzoeken / persvragen

EZ heeft een verzoek van NRC-Handelsblad ontvangen over de openbaarheid van Bid-boeken.
Bij LNV is een vraag van RTL7 binnengekomen naar de nevenfuncties van Hans Alders.

Verantwoordingsdag

Financiën zou graag van de ministeries van Buitenlandse Zaken, Defensie, Justitie en Veiligheid en
van VWS willen vernemen wie de contactpersonen zijn voor verantwoordingsdag.
"
Bij-Bijlagen+bij+Wob-verzoek+over+woordvoerdersoverleg,17,"Verslag woordvoerdersoverleg 8 mei 2018, nr.2018.05.08/15

Profiel woordvoerders

In het WVO van volgende week donderdag 19 mei zal 10-2e een presentatie geven over trends
en ontwikkelingen voor woordvoerders (stuk is bij dit verslag gevoegd). Het stuk biedt
aanknopingspunten voor een te ontwikkelen profiel en kan onder woordvoerders verspreid worden.

Uitvoering Regeerakkoord

In de ministerraad van 19 januari is een overzicht ‘eerste maatregelen’ besproken. Hiervoor hebben
jullie directeuren destijds input aangeleverd.

Ter voorbereiding op het Verantwoordingsdebat van MP en MinFin wil ik jullie — mede namens
Financiën — vragen om het overzicht op jullie beleidsterrein te updaten (als bijlage toegevoegd)
Kunnen jullie reacties uiterlijk maandag 12 mei 13.00 uur sturen aan Î0-2e minaz.nl ?

Dit i.v.m. het gereed maken van het dossier.

Mededelingen
Met de benoeming van Î0-2e is de leiding van de Rijksvoorlichtingsdienst weer compleet. De

functie hoofd CAR is vorige week opengesteld en blijft dat nog twee weken (schaal 15 / ABD
benoeming)

Bij JENV zijn door vertrek van twee woordvoerders (10-2e en Î0-2e twee
vacatures ontstaan (schalen 12 en 13)
"
Bij-Bijlagen+bij+Wob-verzoek+over+woordvoerdersoverleg,18,"Verslag woordvoerdersoverleg 17 mei 2018, nr.2018.05.17/16

Profiel woordvoerders
10.2e houdt een presentatie over ‘trends en ontwikkelingen voor woordvoerders’. Het stuk

zal door de programmacommissie gebruikt worden als basis voor een aantal criteria voor het profiel
van een toekomstige woordvoerder.

WOB-verzoeken / persvragen

- _ JENV heeft van NRC-Handelsblad een verzoek gehad over ongewenste inmenging in
wetenschappelijk onderzoek’ . (10-2e

- Follow the Money heeft een WOB-verzoek gehad over gelden die naar de start-up Delta zijn
gegaan. Dat verzoek is ook binnengekomen bij OCW en bij Defensie. (10-2e

- De Telegraaf heeft bij EZ een WOB-verzoek over dividendbelasting ingediend.

Verzoekomaan!®2e en102e te melden of dergelijke verzoeken bij andere departementen zijn
gedaan.

Uitvoering Regeerakkoord

In de ministerraad van 19 januari is een overzicht ‘eerste maatregelen’ besproken. Hiervoor hebben
jullie directeuren destijds input aangeleverd.

Ter voorbereiding op het Verantwoordingsdebat van MP en MinFin wil ik jullie — mede namens
Financiën — vragen om het overzicht op jullie beleidsterrein te updaten (als bijlage toegevoegd)
Kunnen jullie reacties sturen aan Î0-2e minaz.nl ?

(OCW, DEF, AZ, LNV, V&J, BuZa en BZK hebben geleverd).

Verkiezingen Turkije

De Tweede Kamer zal middels een brief op de hoogte worden gesteld over de omgang met Turkse
politici in Nederland tijdens de campagne voor de Turkse verkiezingen (24 juni).
"
Bij-Bijlagen+bij+Wob-verzoek+over+woordvoerdersoverleg,19,"Verslag woordvoerdersoverleg 24 mei 2018, nr.2018.05.24/17

WOB-verzoeken / persvragen

OCW heeft van NRC vragen ontvangen over ‘ongewenste inmenging in wetenschappelijk onderzoek’
Bijgaand het verzoek.

Geachte heer/mevrouw,

NRC doet een peiling naar ervaringen van onderzoekers met onderzoek dat niet door de universiteit
wordt gefinancierd. In hoeverre is er ongewenste beïnvloeding door de financier? De vragen nemen
ongeveer zeven minuten van uw tijd. De resultaten worden in NRC gepubliceerd. Niet-anonieme data
worden na een jaar vernietigd.

U krijgt twee mails, waar u uit kunt kiezen voor een Nederlandstalige en voor een Engelstalige versie
van de peiling.

Hierbij de link naar de Nederlandse versie: https://nl.research.net/r/7 JMWCDZ

Hoogachtend,

10.2e
IU.ze

AVG

Alle departementen hebben een vraag gehad van RTL over de implementatie van de AVG. In een
aparte mail delen de aanwezigen in het WVO van vandaag hun antwoord aan RTL. In de loop van
morgenochtend worden de antwoorden door de departementen verstuurd.

Over informatie aan de pers is in de VoRa het volgende gewisseld (zie ook bijlages):

e Inde VoRa is afgesproken dat de journalistieke beroepsgroep zoveel mogelijk als entiteit
wordt geïnformeerd over de wijze waarop de Rijksoverheid omgaat met de
persoonsgegevens van journalisten

e Journalisten staan immers met hun contactgegevens in allerlei departementale
accreditatielijsten, e-mail alerts, persberichtenservice etc

© Om te voorkomen dat zij van alle kanten worden bestookt met meldingen, mails e.d. dat hun
gegevens in diverse lijstjes e.d. staan, is gezocht naar een generieke oplossing (om daarmee
de nodige irritatie te voorkomen)

e Mede na overleg met NVJ is ervoor gekozen Villamedia.nl te gebruiken om de journalistieke
beroepsgroep te informeren

e Op Villamedia.nl staat sinds afgelopen dinsdag een banner (zie bijlage) die linkt naar de tekst
op Rijksoverheid.nl. Deze banner blijft twee weken staan. Ook is de banner meegestuurd met
de digitale nieuwsbrief van Villamedia die vandaag is uitgegaan
"
Bij-Bijlagen+bij+Wob-verzoek+over+woordvoerdersoverleg,20,"In het hard copy magazine Villamedia zal de tekst — mogelijk in de vorm van een
brief/ingezonden mededeling van DG RVD/voorzitter VoRa — ingeseald worden meegestuurd

(verspreiding 22 juni)

Aan jullie het verzoek om de tekst - zie het bijgevoegde document en/of link:
www.rijksoverheid.nl/persinformatie-ministerie-van-az/privacy - te (laten) publiceren op
jullie eigen ministeriepagina onder tabje “informatie voor de pers’ > ‘privacy’

Mochten jullie over bovenstaande nog vragen hebben, dan kunnen jullie contact opnemen
met 1028 070-10:2e
"
